ALB,Albemarle Corporation,20.10B,170.42,7.14%,5.49B
SNA,Snap-on Incorporated,20.07B,387.48,0.73%,5.22B
IFF,International Flavors & Fragrances Inc.,19.98B,78.27,0.98%,10.79B
MRNA,"Moderna, Inc.",19.80B,49.91,0.54%,2.23B
DD,"DuPont de Nemours, Inc.",19.55B,48.26,3.03%,6.92B
EFX,Equifax Inc.,19.49B,163.71,2.59%,6.28B
AKAM,"Akamai Technologies, Inc.",19.41B,133.50,0.79%,4.27B
EVRG,"Evergy, Inc.",19.33B,83.85,1.26%,6.03B
VTRS,Viatris Inc.,19.19B,16.48,1.04%,14.56B
IP,International Paper Company,19.14B,36.15,3.43%,24.34B
LNT,Alliant Energy Corporation,18.88B,73.11,0.67%,4.42B
ESS,"Essex Property Trust, Inc.",18.85B,283.75,1.13%,1.97B
AMCR,Amcor plc,18.76B,40.60,1.70%,22.19B
GPN,Global Payments Inc.,18.52B,67.71,3.47%,8.86B
GIS,"General Mills, Inc.",18.42B,34.51,2.04%,18.37B
FTV,Fortive Corporation,18.33B,60.14,0.50%,4.24B
SMCI,"Super Micro Computer, Inc.",18.32B,30.46,-4.72%,33.70B
WY,Weyerhaeuser Company,17.92B,24.85,2.14%,6.87B
LII,Lennox International Inc.,17.82B,512.15,-0.94%,5.26B
INVH,Invitation Homes Inc.,17.70B,29.68,0.78%,2.78B
KIM,Kimco Realty Corporation,17.52B,25.91,0.62%,2.16B
HST,"Host Hotels & Resorts, Inc.",17.29B,24.89,2.26%,6.18B
NVR,"NVR, Inc.",17.21B,"6,374.93",-1.62%,9.92B
ZBH,"Zimmer Biomet Holdings, Inc.",17.13B,88.57,1.64%,8.41B
CDW,CDW Corporation,16.89B,132.19,2.37%,22.90B
CF,"CF Industries Holdings, Inc.",16.82B,109.48,2.74%,7.41B
BR,"Broadridge Financial Solutions, Inc.",16.76B,144.87,0.01%,7.32B
BEN,"Franklin Resources, Inc.",16.70B,32.13,1.01%,9.03B
MAA,"Mid-America Apartment Communities, Inc.",16.58B,138.93,0.60%,2.21B
BBY,"Best Buy Co., Inc.",16.55B,78.53,1.85%,41.86B
TSCO,Tractor Supply Company,16.39B,31.25,-0.03%,15.65B
IEX,IDEX Corporation,16.17B,218.49,0.73%,3.53B
TXT,Textron Inc.,16.14B,92.82,-0.99%,15.19B
NDSN,Nordson Corporation,16.06B,288.21,0.90%,2.90B
DECK,Deckers Outdoor Corporation,15.81B,113.83,-0.47%,5.47B
GNRC,Generac Holdings Inc.,15.44B,262.36,1.95%,4.33B
LDOS,"Leidos Holdings, Inc.",15.37B,122.16,0.07%,17.33B
BALL,Ball Corporation,15.17B,56.98,1.14%,13.67B
NWS,News Corporation,15.02B,29.26,-2.89%,8.80B
J,Jacobs Solutions Inc.,15.00B,127.00,0.55%,13.17B
REG,Regency Centers Corporation,14.97B,80.28,-0.51%,1.65B
MAS,Masco Corporation,14.69B,74.03,0.38%,7.68B
GEN,Gen Digital Inc.,14.65B,24.32,1.59%,5.00B
DOC,"Healthpeak Properties, Inc.",14.53B,20.69,0.93%,2.87B
APTV,Aptiv PLC,14.40B,68.05,0.13%,20.66B
GPC,Genuine Parts Company,14.28B,103.75,1.46%,24.70B
UDR,"UDR, Inc.",14.08B,39.40,0.74%,1.77B
NWSA,News Corporation,13.98B,25.68,-2.34%,8.80B
SOLV,Solventum Corporation,13.66B,78.87,-0.44%,8.26B
HRL,Hormel Foods Corporation,13.62B,24.75,1.27%,12.22B
LULU,lululemon athletica inc.,13.49B,118.77,-2.52%,11.20B
EG,"Everest Group, Ltd.",13.43B,339.40,0.94%,17.34B
CSGP,"CoStar Group, Inc.",13.41B,32.84,0.58%,3.41B
DVA,DaVita Inc.,13.40B,208.66,2.37%,13.84B
COO,"The Cooper Companies, Inc.",13.24B,67.88,0.55%,4.23B
MKC,"McCormick & Company, Incorporated",13.16B,48.95,-0.57%,7.11B
PTC,PTC Inc.,13.13B,113.68,-3.98%,3.00B
APA,APA Corporation,13.09B,37.02,0.65%,8.37B
SWK,"Stanley Black & Decker, Inc.",13.00B,83.62,0.59%,15.23B
GL,Globe Life Inc.,12.95B,166.76,1.01%,6.07B
AIZ,"Assurant, Inc.",12.93B,260.99,0.96%,13.16B
IVZ,Invesco Ltd.,12.82B,28.92,2.23%,6.59B
TYL,"Tyler Technologies, Inc.",12.60B,298.84,1.14%,2.38B
PNW,Pinnacle West Capital Corporation,12.54B,103.44,1.02%,5.46B
MGM,MGM Resorts International,12.53B,48.97,3.71%,17.72B
ALGN,"Align Technology, Inc.",12.52B,174.84,-0.95%,4.10B
SJM,The J. M. Smucker Company,12.43B,116.49,-0.29%,9.05B
BF.B,Brown-Forman Corporation,12.39B,27.01,1.24%,3.93B
AVY,Avery Dennison Corporation,12.18B,159.25,0.31%,9.01B
CPT,Camden Property Trust,11.97B,114.98,0.47%,1.58B
PNR,Pentair plc,11.93B,73.80,1.69%,4.20B
HAS,"Hasbro, Inc.",11.87B,83.90,0.16%,4.81B
ERIE,Erie Indemnity Company,11.85B,226.67,0.29%,4.09B
BXP,"BXP, Inc.",11.82B,66.28,0.08%,3.16B
TRMB,Trimble Inc.,11.75B,50.42,0.84%,3.69B
HII,"Huntington Ingalls Industries, Inc.",11.73B,297.68,-1.09%,12.85B
PSKY,Paramount Skydance Corporation,11.72B,10.47,-0.19%,29.05B
CLX,The Clorox Company,11.71B,96.82,-1.51%,6.76B
ALLE,Allegion plc,11.51B,133.97,0.19%,4.16B
SWKS,"Skyworks Solutions, Inc.",11.13B,73.99,1.73%,4.04B
RVTY,"Revvity, Inc.",11.12B,99.66,-1.83%,2.90B
WYNN,"Wynn Resorts, Limited",10.97B,107.27,-0.45%,7.29B
FRT,Federal Realty Investment Trust,10.94B,125.84,0.90%,1.31B
ZBRA,Zebra Technologies Corporation,10.88B,228.45,2.70%,5.58B
BAX,Baxter International Inc.,10.77B,20.86,1.81%,11.32B
DPZ,"Domino's Pizza, Inc.",10.77B,323.88,3.72%,4.98B
AES,The AES Corporation,10.47B,14.68,0.07%,12.49B
PODD,Insulet Corporation,10.37B,149.70,0.34%,2.90B
GDDY,GoDaddy Inc.,10.09B,76.24,1.42%,5.02B
IT,"Gartner, Inc.",9.92B,148.17,-0.43%,6.47B
ARE,"Alexandria Real Estate Equities, Inc.",9.27B,53.17,0.76%,2.93B
HSIC,"Henry Schein, Inc.",9.25B,81.22,1.25%,13.38B
JKHY,"Jack Henry & Associates, Inc.",9.11B,128.23,1.80%,2.52B
TTD,"The Trade Desk, Inc.",9.06B,19.28,2.01%,2.97B
CRL,"Charles River Laboratories International, Inc.",9.03B,187.51,-0.29%,4.03B
NCLH,Norwegian Cruise Line Holdings Ltd.,8.92B,19.43,1.94%,10.03B
UHS,"Universal Health Services, Inc.",8.86B,146.42,0.25%,17.76B
FDS,FactSet Research Systems Inc.,8.79B,241.16,1.91%,2.40B
TECH,Bio-Techne Corporation,8.45B,54.00,-0.04%,1.21B
BLDR,"Builders FirstSource, Inc.",8.36B,77.77,-1.02%,14.82B
AOS,A. O. Smith Corporation,8.14B,59.08,0.72%,3.81B
TAP,Molson Coors Beverage Company,7.80B,41.58,1.59%,11.19B
MOS,The Mosaic Company,7.21B,22.69,7.59%,12.43B
POOL,Pool Corporation,7.12B,195.32,1.55%,5.36B
CPB,The Campbell's Company,6.80B,22.81,0.35%,9.93B
CAG,"Conagra Brands, Inc.",6.57B,13.74,2.16%,11.18B
EPAM,"EPAM Systems, Inc.",4.98B,95.38,2.82%,5.56B
